prediction_time,image,image_id,image_width,image_height,image_size_kb,class,class_id,confidence_percent,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,bbox_perimeter,bbox_area_normalized,damage_center_x,damage_center_y,aspect_ratio,damage_shape,severity_score,severity_label
2025-11-04 23:05:16,ContainerDamage_1750.jpg,ContainerDamage_1750,640,640,169.13,DENT,1,63.37,7.39,1.15,502.59,620.83,495.2,619.68,306868.66,2229.77,0.7492,254.99,310.99,0.799,tall,194467.8,High
2025-11-04 23:05:16,ContainerDamage_1757.jpg,ContainerDamage_1757,640,640,159.55,DENT,1,72.06,16.74,1.35,493.39,581.77,476.65,580.42,276658.07,2114.14,0.6754,255.07,291.56,0.821,tall,199373.26,High
2025-11-04 23:05:16,ContainerDamage_1757.jpg,ContainerDamage_1757,640,640,159.55,DENT,1,25.5,97.94,45.58,465.41,562.69,367.46,517.11,190019.73,1769.15,0.4639,281.68,304.13,0.711,tall,48455.27,High
2025-11-04 23:05:16,ContainerDamage_1761.jpg,ContainerDamage_1761,640,640,43.48,DENT,1,68.09,101.87,0.27,640.0,639.77,538.13,639.49,344133.08,2355.25,0.8402,370.93,320.02,0.841,tall,234320.74,High
2025-11-04 23:05:16,ContainerDamage_1779.jpg,ContainerDamage_1779,640,640,35.4,DENT,1,54.77,350.63,311.68,638.17,600.78,287.54,289.1,83126.57,1153.27,0.2029,494.4,456.23,0.995,tall,45527.59,High
2025-11-04 23:05:16,ContainerDamage_1782.jpg,ContainerDamage_1782,640,640,125.1,DENT,1,32.82,253.86,146.55,440.63,323.59,186.77,177.04,33065.35,727.62,0.0807,347.24,235.07,1.055,wide,10852.53,High
2025-11-04 23:05:16,ContainerDamage_1790.jpg,ContainerDamage_1790,640,640,44.25,DENT,1,41.91,337.86,84.25,475.01,444.48,137.15,360.23,49405.54,994.76,0.1206,406.43,264.36,0.381,tall,20707.55,High
2025-11-04 23:05:16,ContainerDamage_1790.jpg,ContainerDamage_1790,640,640,44.25,DENT,1,32.38,344.15,172.87,475.33,433.28,131.17,260.4,34157.44,783.15,0.0834,409.74,303.08,0.504,tall,11061.03,High
2025-11-04 23:05:16,ContainerDamage_1802.jpg,ContainerDamage_1802,640,640,139.8,DENT,1,30.61,286.39,205.06,489.68,542.01,203.29,336.94,68496.38,1080.46,0.1672,388.03,373.54,0.603,tall,20968.71,High
2025-11-04 23:05:16,ContainerDamage_1816.jpg,ContainerDamage_1816,640,640,120.78,DENT,1,25.37,270.09,432.0,405.06,566.62,134.97,134.63,18170.44,539.19,0.0444,337.57,499.31,1.003,wide,4609.33,Low
2025-11-04 23:05:16,ContainerDamage_1821.jpg,ContainerDamage_1821,640,640,28.59,DENT,1,31.97,88.25,293.96,159.99,423.61,71.75,129.65,9302.18,402.8,0.0227,124.12,358.78,0.553,tall,2973.79,Low
2025-11-04 23:05:16,ContainerDamage_1823.jpg,ContainerDamage_1823,640,640,161.86,DENT,1,27.71,309.38,69.56,441.98,242.27,132.6,172.71,22901.04,610.62,0.0559,375.68,155.92,0.768,tall,6345.77,High
2025-11-04 23:05:16,ContainerDamage_1838.jpg,ContainerDamage_1838,640,640,45.41,DAMAGE - RUST,2,41.08,436.66,173.57,475.84,584.03,39.18,410.46,16081.36,899.28,0.0393,456.25,378.8,0.095,tall,6606.25,Low
2025-11-04 23:05:16,ContainerDamage_1838.jpg,ContainerDamage_1838,640,640,45.41,DAMAGE - RUST,2,38.66,435.12,176.7,478.18,484.64,43.07,307.94,13262.28,702.01,0.0324,456.65,330.67,0.14,tall,5126.81,Low
2025-11-04 23:05:16,ContainerDamage_1875.jpg,ContainerDamage_1875,640,640,72.6,DENT,1,27.57,71.9,309.22,128.16,346.94,56.26,37.72,2122.02,187.96,0.0052,100.03,328.08,1.492,wide,585.01,Low
2025-11-04 23:05:16,ContainerDamage_1875.jpg,ContainerDamage_1875,640,640,72.6,DAMAGE - RUST,2,25.95,476.07,77.58,537.25,222.13,61.18,144.55,8843.31,411.46,0.0216,506.66,149.86,0.423,tall,2294.63,Low
2025-11-04 23:05:16,ContainerDamage_1895.jpg,ContainerDamage_1895,640,640,163.13,DAMAGE - DEFRAME,0,43.79,236.52,322.65,634.33,625.71,397.81,303.06,120560.49,1401.74,0.2943,435.43,474.18,1.313,wide,52794.98,High
2025-11-04 23:05:16,ContainerDamage_1899.jpg,ContainerDamage_1899,640,640,67.54,DENT,1,26.69,140.19,372.12,310.95,508.82,170.76,136.7,23342.97,614.92,0.057,225.57,440.47,1.249,wide,6230.7,High
2025-11-04 23:05:16,ContainerDamage_201.jpg,ContainerDamage_201,640,640,21.43,DENT,1,28.76,1.87,32.45,475.66,285.51,473.79,253.06,119895.57,1453.69,0.2927,238.77,158.98,1.872,wide,34479.4,High
2025-11-04 23:05:16,ContainerDamage_201.jpg,ContainerDamage_201,640,640,21.43,DENT,1,27.04,152.77,8.08,577.1,318.42,424.33,310.34,131688.21,1469.35,0.3215,364.93,163.25,1.367,wide,35605.33,High
2025-11-04 23:05:16,ContainerDamage_2109.jpg,ContainerDamage_2109,640,640,61.91,DENT,1,34.34,343.37,403.6,419.41,529.19,76.04,125.59,9549.47,403.25,0.0233,381.39,466.4,0.605,tall,3279.61,Low
2025-11-04 23:05:16,ContainerDamage_2147.jpg,ContainerDamage_2147,640,640,153.34,DENT,1,35.94,294.14,145.66,416.5,266.01,122.36,120.35,14725.32,485.41,0.036,355.32,205.84,1.017,wide,5292.06,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,87.25,5.24,223.77,251.92,350.7,246.68,126.93,31310.48,747.22,0.0764,128.58,287.23,1.943,wide,27317.1,High
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,50.43,140.06,140.46,250.42,189.69,110.36,49.23,5433.43,319.19,0.0133,195.24,165.07,2.242,wide,2740.17,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,45.62,153.81,140.94,253.22,181.07,99.41,40.12,3988.62,279.07,0.0097,203.52,161.0,2.478,wide,1819.8,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,39.09,170.77,137.99,258.35,172.86,87.58,34.87,3053.94,244.9,0.0075,214.56,155.42,2.512,wide,1193.92,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,30.39,257.37,359.13,377.77,499.46,120.4,140.33,16895.86,521.46,0.0412,317.57,429.29,0.858,tall,5134.06,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,26.15,68.47,455.83,96.04,485.72,27.57,29.89,824.09,114.92,0.002,82.25,470.78,0.922,tall,215.51,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,26.07,183.11,141.63,257.63,169.85,74.52,28.22,2102.86,205.48,0.0051,220.37,155.74,2.641,wide,548.3,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,25.25,386.66,124.85,411.46,154.46,24.81,29.6,734.33,108.82,0.0018,399.06,139.66,0.838,tall,185.42,Low
2025-11-04 23:05:16,ContainerDamage_2261.jpg,ContainerDamage_2261,640,640,135.77,DAMAGE - RUST,2,25.02,6.88,240.24,204.11,349.99,197.23,109.76,21646.95,613.97,0.0528,105.5,295.12,1.797,wide,5416.34,High
2025-11-04 23:05:16,ContainerDamage_2274.jpg,ContainerDamage_2274,640,640,33.01,DENT,1,30.29,374.59,20.98,639.82,391.28,265.23,370.3,98217.37,1271.08,0.2398,507.21,206.13,0.716,tall,29750.66,High
2025-11-04 23:05:16,ContainerDamage_2290.jpg,ContainerDamage_2290,640,640,15.45,DENT,1,62.8,282.74,312.74,640.0,625.1,357.26,312.36,111595.38,1339.25,0.2724,461.37,468.92,1.144,wide,70083.17,High
2025-11-04 23:05:16,ContainerDamage_2297.jpg,ContainerDamage_2297,640,640,173.8,DENT,1,30.55,327.64,212.7,447.19,352.56,119.55,139.86,16720.94,518.83,0.0408,387.41,282.63,0.855,tall,5107.68,Low
2025-11-04 23:05:16,ContainerDamage_2309.jpg,ContainerDamage_2309,640,640,35.96,DENT,1,49.29,76.39,310.41,541.47,469.34,465.08,158.93,73914.93,1248.02,0.1805,308.93,389.88,2.926,wide,36431.1,High
2025-11-04 23:05:16,ContainerDamage_2309.jpg,ContainerDamage_2309,640,640,35.96,DENT,1,40.1,570.33,155.93,640.0,266.84,69.67,110.9,7726.68,361.15,0.0189,605.16,211.39,0.628,tall,3098.67,Low
2025-11-04 23:05:16,ContainerDamage_2309.jpg,ContainerDamage_2309,640,640,35.96,DENT,1,39.25,80.37,338.68,303.56,438.07,223.19,99.38,22181.64,645.15,0.0542,191.97,388.38,2.246,wide,8707.33,High
2025-11-04 23:05:16,ContainerDamage_2309.jpg,ContainerDamage_2309,640,640,35.96,DENT,1,37.09,88.2,334.61,407.5,423.73,319.3,89.12,28455.73,816.84,0.0695,247.85,379.17,3.583,wide,10555.04,High
2025-11-04 23:05:16,ContainerDamage_2309.jpg,ContainerDamage_2309,640,640,35.96,DENT,1,34.26,415.97,313.88,549.54,528.22,133.57,214.35,28630.31,695.83,0.0699,482.76,421.05,0.623,tall,9809.69,High
2025-11-04 23:05:16,ContainerDamage_2322.jpg,ContainerDamage_2322,640,640,48.35,DAMAGE - DEFRAME,0,30.44,340.77,24.07,559.8,580.12,219.02,556.05,121786.57,1550.14,0.2973,450.29,302.09,0.394,tall,37077.11,High
2025-11-04 23:05:16,ContainerDamage_2331.jpg,ContainerDamage_2331,640,640,76.87,DENT,1,26.13,4.02,302.93,97.02,372.91,93.0,69.98,6508.57,325.97,0.0159,50.52,337.92,1.329,wide,1700.54,Low
2025-11-04 23:05:16,ContainerDamage_2349.jpg,ContainerDamage_2349,640,640,119.48,DENT,1,49.36,159.74,123.11,286.21,328.5,126.48,205.39,25977.09,663.73,0.0634,222.98,225.8,0.616,tall,12823.05,High
2025-11-04 23:05:16,ContainerDamage_2349.jpg,ContainerDamage_2349,640,640,119.48,DENT,1,46.19,361.6,307.24,485.3,461.03,123.71,153.79,19025.33,555.0,0.0464,423.45,384.13,0.804,tall,8787.4,Low
2025-11-04 23:05:16,ContainerDamage_2351.jpg,ContainerDamage_2351,640,640,71.57,DENT,1,58.13,370.08,130.42,511.93,333.53,141.84,203.11,28809.27,689.9,0.0703,441.0,231.98,0.698,tall,16746.4,High
2025-11-04 23:05:16,ContainerDamage_2380.jpg,ContainerDamage_2380,640,640,23.88,DENT,1,51.84,3.07,267.44,175.09,429.07,172.02,161.64,27804.9,667.32,0.0679,89.08,348.25,1.064,wide,14412.94,High
2025-11-04 23:05:16,ContainerDamage_2387.jpg,ContainerDamage_2387,640,640,68.87,DENT,1,26.52,237.88,16.73,428.98,631.66,191.1,614.93,117512.77,1612.07,0.2869,333.43,324.19,0.311,tall,31166.28,High
2025-11-04 23:05:16,ContainerDamage_2395.jpg,ContainerDamage_2395,640,640,165.35,DENT,1,45.5,103.94,132.26,607.42,408.08,503.48,275.82,138868.84,1558.6,0.339,355.68,270.17,1.825,wide,63183.21,High
2025-11-04 23:05:16,ContainerDamage_2395.jpg,ContainerDamage_2395,640,640,165.35,DENT,1,25.29,98.36,72.06,617.65,457.48,519.29,385.42,200146.91,1809.43,0.4886,358.01,264.77,1.347,wide,50610.04,High
2025-11-04 23:05:16,ContainerDamage_2395.jpg,ContainerDamage_2395,640,640,165.35,DENT,1,25.18,292.23,173.41,612.02,296.36,319.8,122.94,39317.19,885.48,0.096,452.13,234.89,2.601,wide,9901.4,High
2025-11-04 23:05:16,ContainerDamage_2396.jpg,ContainerDamage_2396,640,640,168.79,DENT,1,64.22,30.87,197.3,255.3,533.43,224.43,336.13,75437.15,1121.12,0.1842,143.09,365.36,0.668,tall,48442.55,High
2025-11-04 23:05:16,ContainerDamage_2396.jpg,ContainerDamage_2396,640,640,168.79,DENT,1,32.5,60.95,216.35,209.13,521.48,148.18,305.13,45214.95,906.63,0.1104,135.04,368.91,0.486,tall,14694.73,High
2025-11-04 23:05:16,ContainerDamage_2396.jpg,ContainerDamage_2396,640,640,168.79,DENT,1,26.51,4.29,131.85,288.64,548.72,284.35,416.87,118535.99,1402.44,0.2894,146.46,340.29,0.682,tall,31421.08,High
2025-11-04 23:05:16,ContainerDamage_2439.jpg,ContainerDamage_2439,640,640,184.91,DAMAGE - DEFRAME,0,31.87,29.14,65.11,302.3,216.89,273.16,151.78,41461.45,849.89,0.1012,165.72,141.0,1.8,wide,13213.6,High
2025-11-04 23:05:16,ContainerDamage_2439.jpg,ContainerDamage_2439,640,640,184.91,DAMAGE - RUST,2,27.27,253.61,469.02,528.27,580.53,274.66,111.5,30625.51,772.33,0.0748,390.94,524.77,2.463,wide,8350.38,High
2025-11-04 23:05:16,ContainerDamage_2459.jpg,ContainerDamage_2459,640,640,166.79,DAMAGE - HOLE,3,34.88,155.13,512.99,274.22,605.65,119.09,92.66,11034.73,423.5,0.0269,214.68,559.32,1.285,wide,3848.76,Low
2025-11-04 23:05:16,ContainerDamage_2459.jpg,ContainerDamage_2459,640,640,166.79,DAMAGE - DEFRAME,0,31.97,279.05,208.76,640.0,509.83,360.95,301.07,108671.69,1324.04,0.2653,459.53,359.29,1.199,wide,34742.79,High
2025-11-04 23:05:16,ContainerDamage_2459.jpg,ContainerDamage_2459,640,640,166.79,DAMAGE - HOLE,3,30.87,162.26,525.68,253.05,594.65,90.79,68.97,6261.86,319.52,0.0153,207.66,560.16,1.316,wide,1933.08,Low
2025-11-04 23:05:16,ContainerDamage_2461.jpg,ContainerDamage_2461,640,640,73.32,DAMAGE - HOLE,3,56.99,479.98,120.12,579.66,204.02,99.67,83.9,8362.93,367.15,0.0204,529.82,162.07,1.188,wide,4766.05,Low
2025-11-04 23:05:16,ContainerDamage_2461.jpg,ContainerDamage_2461,640,640,73.32,DAMAGE - HOLE,3,52.04,408.2,174.4,467.32,236.49,59.12,62.09,3671.15,242.43,0.009,437.76,205.44,0.952,tall,1910.51,Low
2025-11-04 23:05:16,ContainerDamage_2461.jpg,ContainerDamage_2461,640,640,73.32,DAMAGE - HOLE,3,35.31,402.41,164.19,476.77,243.12,74.35,78.93,5868.58,306.56,0.0143,439.59,203.65,0.942,tall,2071.97,Low
2025-11-04 23:05:16,ContainerDamage_2461.jpg,ContainerDamage_2461,640,640,73.32,DAMAGE - DEFRAME,0,31.49,0.12,144.54,162.93,405.24,162.81,260.7,42443.31,847.01,0.1036,81.52,274.89,0.625,tall,13367.28,High
2025-11-04 23:05:16,ContainerDamage_2461.jpg,ContainerDamage_2461,640,640,73.32,DAMAGE - HOLE,3,26.78,474.92,108.6,597.05,218.0,122.12,109.4,13360.18,463.04,0.0326,535.98,163.3,1.116,wide,3577.67,Low
2025-11-04 23:05:16,ContainerDamage_2475.jpg,ContainerDamage_2475,640,640,135.12,DENT,1,26.81,235.23,238.54,331.36,472.49,96.13,233.95,22489.99,660.16,0.0549,283.3,355.52,0.411,tall,6029.38,High
2025-11-04 23:05:16,ContainerDamage_2486.jpg,ContainerDamage_2486,640,640,127.79,DENT,1,30.56,130.13,212.15,444.34,471.23,314.22,259.08,81407.32,1146.59,0.1987,287.23,341.69,1.213,wide,24876.57,High
2025-11-04 23:05:16,ContainerDamage_2491.jpg,ContainerDamage_2491,640,640,150.82,DENT,1,26.97,135.67,94.57,420.69,407.73,285.02,313.16,89255.61,1196.35,0.2179,278.18,251.15,0.91,tall,24068.05,High
2025-11-04 23:05:16,ContainerDamage_2496.jpg,ContainerDamage_2496,640,640,50.1,DENT,1,28.4,60.6,9.99,624.8,630.46,564.2,620.47,350071.06,2369.35,0.8547,342.7,320.23,0.909,tall,99420.14,High
2025-11-04 23:05:16,ContainerDamage_2497.jpg,ContainerDamage_2497,640,640,42.97,DENT,1,33.69,225.75,0.0,637.29,569.96,411.54,569.96,234558.63,1962.99,0.5727,431.52,284.98,0.722,tall,79019.3,High
2025-11-04 23:05:16,ContainerDamage_25.jpg,ContainerDamage_25,640,640,142.75,DENT,1,52.34,353.92,105.33,525.45,299.08,171.53,193.75,33233.9,730.56,0.0811,439.68,202.21,0.885,tall,17393.62,High
2025-11-04 23:05:16,ContainerDamage_25.jpg,ContainerDamage_25,640,640,142.75,DENT,1,31.97,233.31,108.03,536.66,287.03,303.35,179.0,54300.32,964.71,0.1326,384.98,197.53,1.695,wide,17358.81,High
2025-11-04 23:05:16,ContainerDamage_2503.jpg,ContainerDamage_2503,640,640,61.57,DENT,1,33.4,1.0,35.87,525.55,565.29,524.55,529.42,277708.48,2107.94,0.678,263.27,300.58,0.991,tall,92741.72,High
2025-11-04 23:05:16,ContainerDamage_2517.jpg,ContainerDamage_2517,640,640,43.69,DENT,1,38.01,444.61,328.43,639.2,525.72,194.59,197.29,38391.04,783.76,0.0937,541.91,427.08,0.986,tall,14592.37,High
2025-11-04 23:05:16,ContainerDamage_2517.jpg,ContainerDamage_2517,640,640,43.69,DENT,1,28.25,232.19,273.88,635.39,563.07,403.2,289.19,116601.25,1384.78,0.2847,433.79,418.48,1.394,wide,32939.34,High
2025-11-04 23:05:16,ContainerDamage_2550.jpg,ContainerDamage_2550,640,640,155.04,DENT,1,31.62,219.63,83.46,469.52,375.44,249.88,291.98,72960.65,1083.72,0.1781,344.58,229.45,0.856,tall,23068.89,High
2025-11-04 23:05:16,ContainerDamage_2558.jpg,ContainerDamage_2558,640,640,45.26,DENT,1,40.84,141.85,236.29,388.26,318.11,246.41,81.81,20159.28,656.44,0.0492,265.06,277.2,3.012,wide,8232.89,High
2025-11-04 23:05:16,ContainerDamage_2560.jpg,ContainerDamage_2560,640,640,99.71,DENT,1,33.87,230.04,162.35,368.22,362.84,138.17,200.49,27702.44,677.33,0.0676,299.13,262.59,0.689,tall,9383.83,High
2025-11-04 23:05:16,ContainerDamage_2576.jpg,ContainerDamage_2576,640,640,47.15,DENT,1,28.9,166.03,296.52,271.62,418.53,105.59,122.01,12882.38,455.19,0.0315,218.83,357.52,0.865,tall,3723.12,Low
2025-11-04 23:05:16,ContainerDamage_2576.jpg,ContainerDamage_2576,640,640,47.15,DENT,1,26.4,293.83,171.08,456.17,306.25,162.34,135.17,21942.54,595.01,0.0536,375.0,238.67,1.201,wide,5793.08,High
2025-11-04 23:05:16,ContainerDamage_2587.jpg,ContainerDamage_2587,640,640,33.91,DENT,1,44.04,60.86,514.49,146.95,575.41,86.09,60.91,5244.13,294.01,0.0128,103.91,544.95,1.413,wide,2309.45,Low
2025-11-04 23:05:16,ContainerDamage_2587.jpg,ContainerDamage_2587,640,640,33.91,DENT,1,34.83,66.72,523.06,141.18,570.78,74.46,47.71,3552.69,244.35,0.0087,103.95,546.92,1.561,wide,1237.25,Low
2025-11-04 23:05:16,ContainerDamage_2605.jpg,ContainerDamage_2605,640,640,26.29,DENT,1,38.27,0.65,220.18,330.33,557.85,329.68,337.67,111321.02,1334.69,0.2718,165.49,389.01,0.976,tall,42604.53,High
2025-11-04 23:05:16,ContainerDamage_2608.jpg,ContainerDamage_2608,640,640,163.5,DENT,1,44.17,124.94,384.13,291.89,562.2,166.95,178.08,29730.55,690.06,0.0726,208.41,473.16,0.938,tall,13131.68,High
2025-11-04 23:05:16,ContainerDamage_2611.jpg,ContainerDamage_2611,640,640,175.5,DENT,1,47.35,226.69,450.15,346.85,552.29,120.16,102.14,12272.96,444.6,0.03,286.77,501.22,1.176,wide,5811.44,Low
2025-11-04 23:05:16,ContainerDamage_2611.jpg,ContainerDamage_2611,640,640,175.5,DENT,1,25.75,219.28,433.75,362.74,561.97,143.47,128.22,18395.93,543.38,0.0449,291.01,497.86,1.119,wide,4737.85,Low
2025-11-04 23:05:16,ContainerDamage_2629.jpg,ContainerDamage_2629,640,640,131.62,DENT,1,49.53,8.45,37.38,191.17,167.42,182.72,130.04,23760.47,625.51,0.058,99.81,102.4,1.405,wide,11769.35,High
2025-11-04 23:05:16,ContainerDamage_2635.jpg,ContainerDamage_2635,640,640,26.17,DENT,1,33.64,143.29,174.53,384.58,442.67,241.29,268.14,64698.6,1018.85,0.158,263.93,308.6,0.9,tall,21764.45,High
2025-11-04 23:05:16,ContainerDamage_2646.jpg,ContainerDamage_2646,640,640,31.65,DENT,1,29.26,220.51,146.34,414.82,454.53,194.31,308.2,59887.39,1005.03,0.1462,317.66,300.44,0.63,tall,17522.49,High
2025-11-04 23:05:16,ContainerDamage_2653.jpg,ContainerDamage_2653,640,640,144.09,DENT,1,33.92,0.46,175.96,218.61,334.75,218.16,158.79,34641.82,753.9,0.0846,109.53,255.36,1.374,wide,11750.2,High
2025-11-04 23:05:16,ContainerDamage_2653.jpg,ContainerDamage_2653,640,640,144.09,DENT,1,31.9,0.59,56.96,623.44,496.58,622.85,439.62,273816.0,2124.94,0.6685,312.01,276.77,1.417,wide,87355.07,High
2025-11-04 23:05:16,ContainerDamage_2653.jpg,ContainerDamage_2653,640,640,144.09,DENT,1,28.14,180.61,221.61,605.34,471.46,424.73,249.84,106116.0,1349.15,0.2591,392.97,346.53,1.7,wide,29862.2,High
2025-11-04 23:05:16,ContainerDamage_268.jpg,ContainerDamage_268,640,640,173.51,DENT,1,25.75,400.32,332.79,455.65,389.67,55.33,56.88,3147.43,224.43,0.0077,427.98,361.23,0.973,tall,810.49,Low
2025-11-04 23:05:16,ContainerDamage_2680.jpg,ContainerDamage_2680,640,640,45.79,DENT,1,60.13,33.25,457.19,122.45,562.83,89.21,105.65,9424.12,389.7,0.023,77.85,510.01,0.844,tall,5666.89,Low
2025-11-04 23:05:16,ContainerDamage_2680.jpg,ContainerDamage_2680,640,640,45.79,DENT,1,31.65,266.45,222.67,448.22,402.59,181.77,179.91,32703.51,723.37,0.0798,357.34,312.63,1.01,wide,10351.56,High
2025-11-04 23:05:16,ContainerDamage_2680.jpg,ContainerDamage_2680,640,640,45.79,DENT,1,25.83,265.31,442.56,331.92,514.91,66.61,72.34,4818.77,277.91,0.0118,298.62,478.74,0.921,tall,1244.82,Low
2025-11-04 23:05:16,ContainerDamage_2686.jpg,ContainerDamage_2686,640,640,45.44,DENT,1,28.25,187.48,481.17,493.74,538.11,306.25,56.93,17436.29,726.37,0.0426,340.61,509.64,5.379,wide,4926.24,Low
2025-11-04 23:05:16,ContainerDamage_2702.jpg,ContainerDamage_2702,640,640,108.69,DENT,1,53.92,72.43,120.8,356.18,508.95,283.76,388.16,110141.72,1343.82,0.2689,214.3,314.87,0.731,tall,59393.44,High
2025-11-04 23:05:16,ContainerDamage_2712.jpg,ContainerDamage_2712,640,640,164.58,DENT,1,45.48,245.08,249.7,466.79,465.55,221.72,215.85,47858.64,875.14,0.1168,355.94,357.63,1.027,wide,21767.35,High
2025-11-04 23:05:16,ContainerDamage_2712.jpg,ContainerDamage_2712,640,640,164.58,DENT,1,30.75,273.75,271.15,492.9,477.54,219.15,206.39,45230.68,851.08,0.1104,383.33,374.34,1.062,wide,13907.65,High
2025-11-04 23:05:16,ContainerDamage_2715.jpg,ContainerDamage_2715,640,640,116.04,DENT,1,33.6,253.23,229.25,418.96,405.03,165.74,175.78,29133.14,683.03,0.0711,336.1,317.14,0.943,tall,9789.31,High
2025-11-04 23:05:16,ContainerDamage_2715.jpg,ContainerDamage_2715,640,640,116.04,DENT,1,29.06,252.04,207.71,462.87,408.76,210.83,201.05,42387.52,823.76,0.1035,357.46,308.24,1.049,wide,12315.79,High
2025-11-04 23:05:16,ContainerDamage_2729.jpg,ContainerDamage_2729,640,640,145.05,DENT,1,32.89,253.35,256.05,360.37,360.36,107.03,104.31,11164.27,422.68,0.0273,306.86,308.2,1.026,wide,3672.12,Low
2025-11-04 23:05:16,ContainerDamage_2729.jpg,ContainerDamage_2729,640,640,145.05,DENT,1,25.25,256.94,271.78,356.75,349.22,99.81,77.44,7729.21,354.5,0.0189,306.84,310.5,1.289,wide,1951.29,Low
2025-11-04 23:05:16,ContainerDamage_2759.jpg,ContainerDamage_2759,640,640,165.12,DENT,1,54.88,46.14,244.9,183.75,566.47,137.61,321.57,44250.5,918.35,0.108,114.94,405.69,0.428,tall,24283.66,High
2025-11-04 23:05:16,ContainerDamage_2759.jpg,ContainerDamage_2759,640,640,165.12,DENT,1,37.62,23.08,43.55,214.51,590.18,191.43,546.63,104642.41,1476.12,0.2555,118.8,316.86,0.35,tall,39367.24,High
2025-11-04 23:05:16,ContainerDamage_2759.jpg,ContainerDamage_2759,640,640,165.12,DENT,1,28.44,50.57,132.53,200.37,491.03,149.8,358.5,53702.5,1016.59,0.1311,125.47,311.78,0.418,tall,15274.85,High
2025-11-04 23:05:16,ContainerDamage_277.jpg,ContainerDamage_277,640,640,123.81,DENT,1,51.38,316.93,495.95,601.31,623.71,284.38,127.76,36333.22,824.28,0.0887,459.12,559.83,2.226,wide,18666.2,High
2025-11-04 23:05:16,ContainerDamage_2777.jpg,ContainerDamage_2777,640,640,45.79,DENT,1,50.22,386.79,497.63,479.82,635.42,93.04,137.78,12819.03,461.64,0.0313,433.3,566.52,0.675,tall,6438.06,Low
2025-11-04 23:05:16,ContainerDamage_2777.jpg,ContainerDamage_2777,640,640,45.79,DENT,1,46.69,261.6,230.56,354.74,430.08,93.13,199.52,18581.68,585.3,0.0454,308.17,330.32,0.467,tall,8676.44,Low
2025-11-04 23:05:16,ContainerDamage_2818.jpg,ContainerDamage_2818,640,640,182.13,DENT,1,54.54,278.04,45.17,476.67,569.91,198.63,524.74,104227.97,1446.74,0.2545,377.36,307.54,0.379,tall,56842.5,High
2025-11-04 23:05:16,ContainerDamage_2821.jpg,ContainerDamage_2821,640,640,57.94,DENT,1,33.65,21.47,115.27,136.67,494.7,115.2,379.43,43710.38,989.26,0.1067,79.07,304.99,0.304,tall,14708.52,High
2025-11-04 23:05:16,ContainerDamage_2821.jpg,ContainerDamage_2821,640,640,57.94,DENT,1,31.77,21.51,220.95,141.59,488.99,120.08,268.03,32185.03,776.22,0.0786,81.55,354.97,0.448,tall,10224.6,High
2025-11-04 23:05:16,ContainerDamage_2821.jpg,ContainerDamage_2821,640,640,57.94,DENT,1,26.6,0.2,26.56,165.9,493.97,165.7,467.41,77450.57,1266.22,0.1891,83.05,260.26,0.355,tall,20605.41,High
2025-11-04 23:05:16,ContainerDamage_2826.jpg,ContainerDamage_2826,640,640,136.5,DENT,1,51.36,100.75,482.84,218.93,597.49,118.18,114.66,13549.68,465.67,0.0331,159.84,540.16,1.031,wide,6959.16,Low
2025-11-04 23:05:16,ContainerDamage_2826.jpg,ContainerDamage_2826,640,640,136.5,DENT,1,28.42,79.15,475.62,253.55,603.45,174.4,127.82,22291.68,604.44,0.0544,166.35,539.53,1.364,wide,6336.23,High
2025-11-04 23:05:16,ContainerDamage_2853.jpg,ContainerDamage_2853,640,640,122.79,DENT,1,36.47,314.96,329.35,619.98,601.25,305.02,271.91,82936.82,1153.85,0.2025,467.47,465.3,1.122,wide,30245.37,High
2025-11-04 23:05:16,ContainerDamage_2853.jpg,ContainerDamage_2853,640,640,122.79,DENT,1,26.83,183.0,340.77,622.89,636.25,439.89,295.49,129980.43,1470.75,0.3173,402.94,488.51,1.489,wide,34873.13,High
2025-11-04 23:05:16,ContainerDamage_287.jpg,ContainerDamage_287,640,640,144.41,DENT,1,45.24,190.5,457.13,305.64,595.93,115.14,138.81,15982.77,507.9,0.039,248.07,526.53,0.83,tall,7230.86,Low
